business_information_raw,Name,Contact,Phone,Fax,Email,Website,Location,business_information_addl,Ownership Text,Owner African American,Owner Hispanic,Owner Asian,Owner Veteran,Owner Female,Business Description,Certification Information,page_id,url,Locations
"
Business Information
Name: JD Traffic,Inc

This is a Female-Owned Business


Contact: Jordan Dietrich

Phone: 309-966-4494

Fax: None

Email: jordan@jd-traffic.com
Website: None

Location: 7327 N Galena Road, Peoria IL 61615","JD Traffic,Inc",Jordan Dietrich,309-966-4494,None,jordan@jd-traffic.com,None,"7327 N Galena Road, Peoria IL 61615","n
Name: JD Traffic,Inc

This is a Female-Owned Business


Contact: Jordan Dietrich

Phone: 309-966-4494

Fax: None

Email: jordan@jd-traffic.com
Website: None

Location: 7327 N Galena Road, Peoria IL 61615",Female,False,False,False,False,True,Traffic Control Company in Central IL,"Peoria - WBE certification expiring on March 22nd, 2026",42894,https://www.eprismsoft.com/business/show?seq=42894,
"
Business Information
Name: Johnson Mechanical Service, Inc.

This is a Female-Owned Business


Contact: Dallas Young

Phone: 309-346-3434

Fax: 309-346-1923

Email: dyoung@jmsinc.net
Website: http://www.johnsonfoodservice.com

Locations: 
1820 Riverway Dr, Pekin IL 61554
2435 West Park 74 Dr, Peoria IL 61615","Johnson Mechanical Service, Inc.",Dallas Young,309-346-3434,309-346-1923,dyoung@jmsinc.net,http://www.johnsonfoodservice.com,,"n
Name: Johnson Mechanical Service, Inc.

This is a Female-Owned Business


Contact: Dallas Young

Phone: 309-346-3434

Fax: 309-346-1923

Email: dyoung@jmsinc.net
Website: http://www.johnsonfoodservice.com

Locations: 
1820 Riverway Dr, Pekin IL 61554
2435 West Park 74 Dr, Peoria IL 61615",Female,False,False,False,False,True,"Commercial Foodservice Equipment Sales, Installations, and Repairs.","Decatur - WBE certification expiring on August 26th, 2025
Champaign - WBE certification expiring on August 26th, 2025
IL BEP - WBE certification expiring on August 23rd, 2023
Champaign - SBA expiring on August 26th, 2025
Peoria - SBA expiring on August 26th, 2025
Peoria - WBE certification expiring on September 1st, 2025",44080,https://www.eprismsoft.com/business/show?seq=44080,
"
Business Information
Name: Law' N Order Academy INC.

This is an African American Female-Owned Business


Contact: Lueshand Nunn

Phone: 309-648-7769

Fax: None

Email: lawnorderacademy@yahoo.com
Website: None

Location: 1825 N. New York, Peoria IL 61603",Law' N Order Academy INC.,Lueshand Nunn,309-648-7769,None,lawnorderacademy@yahoo.com,None,"1825 N. New York, Peoria IL 61603","n
Name: Law' N Order Academy INC.

This is an African American Female-Owned Business


Contact: Lueshand Nunn

Phone: 309-648-7769

Fax: None

Email: lawnorderacademy@yahoo.com
Website: None

Location: 1825 N. New York, Peoria IL 61603",African American Female,True,False,False,False,True,"Law'N Order Academy seeks to develop a beloved community by providing mental health support, strong leadership, resources and opportunities. Our goal is to put individuals first through our mentorship program, survivors support, re - entry and workforce development utilizing the trauma informed care approach. 
","Peoria - MBE certification expiring on March 9th, 2026",88728,https://www.eprismsoft.com/business/show?seq=88728,
"
Business Information
Name: Law Office of Susan O'Neal

This is a Female-Owned Business


Contact: Susan O'Neal

Phone: (309) 412-9500

Fax: None

Email: susan@attorneysusanoneal.com
Website: http://www.attorneysusanoneal.com

Location: 456 Fulton Street Suite 140, Peoria IL 61602",Law Office of Susan O'Neal,Susan O'Neal,(309) 412-9500,None,susan@attorneysusanoneal.com,http://www.attorneysusanoneal.com,"456 Fulton Street Suite 140, Peoria IL 61602","n
Name: Law Office of Susan O'Neal

This is a Female-Owned Business


Contact: Susan O'Neal

Phone: (309) 412-9500

Fax: None

Email: susan@attorneysusanoneal.com
Website: http://www.attorneysusanoneal.com

Location: 456 Fulton Street Suite 140, Peoria IL 61602",Female,False,False,False,False,True,"Law office, representing poor and disabled persons.","Peoria - WBE certification expiring on August 10th, 2025",88527,https://www.eprismsoft.com/business/show?seq=88527,
"
Business Information
Name: LMMHM CONSULTING, LLC

This is an African American-Owned Business


Contact: Gregory Wilson

Phone: 513-578-4409

Fax: None

Email: greg.wilson513@gmail.com
Website: None

Location: 1206 N. Flora Ave, Peoria IL 61606","LMMHM CONSULTING, LLC",Gregory Wilson,513-578-4409,None,greg.wilson513@gmail.com,None,"1206 N. Flora Ave, Peoria IL 61606","n
Name: LMMHM CONSULTING, LLC

This is an African American-Owned Business


Contact: Gregory Wilson

Phone: 513-578-4409

Fax: None

Email: greg.wilson513@gmail.com
Website: None

Location: 1206 N. Flora Ave, Peoria IL 61606",African American,True,False,False,False,False,"LMMHM CONSULTING, LLC provides marketing services.","Peoria - SBA expiring on January 21st, 2026
Peoria - MBE certification expiring on January 23rd, 2026",88690,https://www.eprismsoft.com/business/show?seq=88690,
"
Business Information
Name: Lost Art Design & Print, LTD.

This is a Female-Owned Business


Contact: Danielle Laroche

Phone: 309-265-0547

Fax: None

Email: hello@lostartdesigns.com
Website: http://www.lostartdesigns.com

Locations: 
8212 N University, Peoria IL 61615
9020 N Frye Rd., Peoria IL 61615","Lost Art Design & Print, LTD.",Danielle Laroche,309-265-0547,None,hello@lostartdesigns.com,http://www.lostartdesigns.com,,"n
Name: Lost Art Design & Print, LTD.

This is a Female-Owned Business


Contact: Danielle Laroche

Phone: 309-265-0547

Fax: None

Email: hello@lostartdesigns.com
Website: http://www.lostartdesigns.com

Locations: 
8212 N University, Peoria IL 61615
9020 N Frye Rd., Peoria IL 61615",Female,False,False,False,False,True,"Print & Design studio located in North Peoria. Lost Art specializes in graphic design, screen print, print marketing, event branding, stationery, promotions, and small to mid-size format.","Peoria - SBA expiring on August 10th, 2025
Peoria - WBE certification expiring on August 10th, 2025",88511,https://www.eprismsoft.com/business/show?seq=88511,
"
Business Information
Name: Mattress by Appointment Peoria

This is a Veteran-Owned Business


Contact: Lamont Carroll

Phone: 3099896852

Fax: None

Email: lamontcarroll69@gmail.com
Website: None

Location: 3915 n sheridan rd, peoria IL 61604",Mattress by Appointment Peoria,Lamont Carroll,3099896852,None,lamontcarroll69@gmail.com,None,"3915 n sheridan rd, peoria IL 61604","n
Name: Mattress by Appointment Peoria

This is a Veteran-Owned Business


Contact: Lamont Carroll

Phone: 3099896852

Fax: None

Email: lamontcarroll69@gmail.com
Website: None

Location: 3915 n sheridan rd, peoria IL 61604",Veteran,False,False,False,True,False,selling mattresses 50%-80% below retail. Same day delivery. $1 down financing.,"Peoria - MBE certification expiring on August 10th, 2025",88519,https://www.eprismsoft.com/business/show?seq=88519,
"
Business Information
Name: Naka Technologies, LLC.

This is an Asian-Owned Business


Contact: Anil Jagtiani

Phone: 646-921-5780

Fax: None

Email: lcm@nakatech.com
Website: http://www.nakatech.com

Location: 120 Commerce Drive Suite 106, Hauppauge NY 11788","Naka Technologies, LLC.",Anil Jagtiani,646-921-5780,None,lcm@nakatech.com,http://www.nakatech.com,"120 Commerce Drive Suite 106, Hauppauge NY 11788","n
Name: Naka Technologies, LLC.

This is an Asian-Owned Business


Contact: Anil Jagtiani

Phone: 646-921-5780

Fax: None

Email: lcm@nakatech.com
Website: http://www.nakatech.com

Location: 120 Commerce Drive Suite 106, Hauppauge NY 11788",Asian,False,False,True,False,False,"NAKA, a minority-owned company, headquartered in Hauppauge, NY, is a leading North American IT solutions provider focused on Assessments, Cybersecurity, Managed Services, Strategic Consulting, Staffing Services, and Cloud Enablement. We deliver this technology expertise through a full life cycle model of professional, managed, and support services.","Peoria - MBE certification expiring on January 23rd, 2026",71463,https://www.eprismsoft.com/business/show?seq=71463,
"
Business Information
Name: Natural Vybez Only

This is an African American Female-Owned Business


Contact: Kathlyn Reed

Phone: 3093403037

Fax: None

Email: nvybezonly@gmail.com
Website: None

Location: 411 W. Willcox, Peoria IL 61604",Natural Vybez Only,Kathlyn Reed,3093403037,None,nvybezonly@gmail.com,None,"411 W. Willcox, Peoria IL 61604","n
Name: Natural Vybez Only

This is an African American Female-Owned Business


Contact: Kathlyn Reed

Phone: 3093403037

Fax: None

Email: nvybezonly@gmail.com
Website: None

Location: 411 W. Willcox, Peoria IL 61604",African American Female,True,False,False,False,True,"Art & Photography
Health & Beauty Product provider
Spiritual Guidance & Counseling","Peoria - WBE certification expiring on August 10th, 2025",88529,https://www.eprismsoft.com/business/show?seq=88529,
"
Business Information
Name: Nerevu Group, LLC

This is an African American-Owned Business


Contact: Reuben Cummings

Phone: 2347382266

Fax: None

Email: rcummings@nerevu.com
Website: https://www.nerevu.com

Location: 820 SW Adams St Suite C Suite C, Peoria IL 61602","Nerevu Group, LLC",Reuben Cummings,2347382266,None,rcummings@nerevu.com,https://www.nerevu.com,"820 SW Adams St Suite C Suite C, Peoria IL 61602","n
Name: Nerevu Group, LLC

This is an African American-Owned Business


Contact: Reuben Cummings

Phone: 2347382266

Fax: None

Email: rcummings@nerevu.com
Website: https://www.nerevu.com

Location: 820 SW Adams St Suite C Suite C, Peoria IL 61602",African American,True,False,False,False,False,"Nerevu Group (pronounced {nay-RAY-voo}) is a data analytics firm that helps organizations uncover the insights hidden in their real-time data. With a focus on development, data intelligence, and data strategy, we usher our clients into the data-driven future by automating manual processes, simplifying business analytics, and integrating data silos.

","Peoria - MBE certification expiring on August 18th, 2025",43256,https://www.eprismsoft.com/business/show?seq=43256,
"
Business Information
Name: Origin Repurposed, LLC

This is a Female-Owned Business


Contact: Susan O'Neal

Phone: (309) 339-8378

Fax: None

Email: skoneal90@gmail.com
Website: http://www.originrepurposed.com

Location: 456 Fulton Street Suite 182, Peoria IL 61602","Origin Repurposed, LLC",Susan O'Neal,(309) 339-8378,None,skoneal90@gmail.com,http://www.originrepurposed.com,"456 Fulton Street Suite 182, Peoria IL 61602","n
Name: Origin Repurposed, LLC

This is a Female-Owned Business


Contact: Susan O'Neal

Phone: (309) 339-8378

Fax: None

Email: skoneal90@gmail.com
Website: http://www.originrepurposed.com

Location: 456 Fulton Street Suite 182, Peoria IL 61602",Female,False,False,False,False,True,"Retail store offering gifts, art, and home products.  Online store on website.

For holidays packages are available for large purchases and in-person delivery to downtown Peoria.  We also ship anywhere in the U.S.","Peoria - WBE certification expiring on August 10th, 2025",88526,https://www.eprismsoft.com/business/show?seq=88526,
"
Business Information
Name: Pamesh Soft Play LLC

This is an African American Female-Owned Business


Contact: Lamesha Turner

Phone: 3093276589

Fax: None

Email: bookpamesh@gmail.com
Website: https://pamesh-llc.square.site/

Location: 3120 W Lake Ave Apt B, Peoria IL 61615",Pamesh Soft Play LLC,Lamesha Turner,3093276589,None,bookpamesh@gmail.com,https://pamesh-llc.square.site/,"3120 W Lake Ave Apt B, Peoria IL 61615","n
Name: Pamesh Soft Play LLC

This is an African American Female-Owned Business


Contact: Lamesha Turner

Phone: 3093276589

Fax: None

Email: bookpamesh@gmail.com
Website: https://pamesh-llc.square.site/

Location: 3120 W Lake Ave Apt B, Peoria IL 61615",African American Female,True,False,False,False,True,"Pamesh soft play is a Peoria, IL base  kids entertainment mobile Soft Play set up service. We cater to kids ages 1-5 for Soft Play equipment rentals. Our offering includes but not limited to
1. Bouncy House
2. Bouncy Animals
3. Ball Pit
4. Slides
5. Bumper Cars, etc","Peoria - MBE certification expiring on August 10th, 2025
Peoria - WBE certification expiring on August 10th, 2025",88492,https://www.eprismsoft.com/business/show?seq=88492,
"
Business Information
Name: Passie Custom Designs

This is an African American Female-Owned Business


Contact: Malinda Woods

Phone: 309-231-0854

Fax: None

Email: malindawoodz@yahoo.ie
Website: None

Location: 2401 W. Moss Ave 102, West Peoria IL 61604",Passie Custom Designs,Malinda Woods,309-231-0854,None,malindawoodz@yahoo.ie,None,"2401 W. Moss Ave 102, West Peoria IL 61604","n
Name: Passie Custom Designs

This is an African American Female-Owned Business


Contact: Malinda Woods

Phone: 309-231-0854

Fax: None

Email: malindawoodz@yahoo.ie
Website: None

Location: 2401 W. Moss Ave 102, West Peoria IL 61604",African American Female,True,False,False,False,True,"Custom designs for personal and business use. Including but not limited to: t-shirts, pillows, planners, journals, key chains, cups, and more. ","Peoria - MBE certification expiring on September 24th, 2025
Peoria - WBE certification expiring on September 24th, 2025",88629,https://www.eprismsoft.com/business/show?seq=88629,
"
Business Information
Name: Peoria Metro Construction, Inc.

This is a Female-Owned Business


Contact: Tom Meischner

Phone: 309-671-1466

Fax: 309-671-1426

Email: info@peoriametro.com
Website: http://www.peoriametro.com

Location: 1925 S. Darst St., Peoria IL 61607","Peoria Metro Construction, Inc.",Tom Meischner,309-671-1466,309-671-1426,info@peoriametro.com,http://www.peoriametro.com,"1925 S. Darst St., Peoria IL 61607","n
Name: Peoria Metro Construction, Inc.

This is a Female-Owned Business


Contact: Tom Meischner

Phone: 309-671-1466

Fax: 309-671-1426

Email: info@peoriametro.com
Website: http://www.peoriametro.com

Location: 1925 S. Darst St., Peoria IL 61607",Female,False,False,False,False,True,General Contractor,"Peoria - WBE certification expiring on January 23rd, 2026",77097,https://www.eprismsoft.com/business/show?seq=77097,
"
Business Information
Name: Premier Events and Rentals LLC

This is an African American-Owned Business


Contact: Johnny and LaToya Jorden

Phone: 309-989-7907

Fax: None

Email: info@premiereventsandrentals.com
Website: http://linktr.ee/premiereventsandrentals

Location: 2200 W War Memorial Dr CL02, Peoria IL 61613",Premier Events and Rentals LLC,Johnny and LaToya Jorden,309-989-7907,None,info@premiereventsandrentals.com,http://linktr.ee/premiereventsandrentals,"2200 W War Memorial Dr CL02, Peoria IL 61613","n
Name: Premier Events and Rentals LLC

This is an African American-Owned Business


Contact: Johnny and LaToya Jorden

Phone: 309-989-7907

Fax: None

Email: info@premiereventsandrentals.com
Website: http://linktr.ee/premiereventsandrentals

Location: 2200 W War Memorial Dr CL02, Peoria IL 61613",African American,True,False,False,False,False,Luxury event essentials,"Peoria - MBE certification expiring on August 10th, 2025",88499,https://www.eprismsoft.com/business/show?seq=88499,
"
Business Information
Name: Rainforcing Roofing and Exteriors

This is a Hispanic Female-Owned Business


Contact: Alejandra Ruiz

Phone: 3096482669

Fax: None

Email: Rainforcing.roof2022@gmail.com
Website: None

Location: 1216 N Frink st, Peoria IL 61606",Rainforcing Roofing and Exteriors,Alejandra Ruiz,3096482669,None,Rainforcing.roof2022@gmail.com,None,"1216 N Frink st, Peoria IL 61606","n
Name: Rainforcing Roofing and Exteriors

This is a Hispanic Female-Owned Business


Contact: Alejandra Ruiz

Phone: 3096482669

Fax: None

Email: Rainforcing.roof2022@gmail.com
Website: None

Location: 1216 N Frink st, Peoria IL 61606",Hispanic Female,False,True,False,False,True,"Roofing
Exteriors
Gutters
siding","Peoria - MBE certification expiring on August 10th, 2025
Peoria - WBE certification expiring on August 10th, 2025",88512,https://www.eprismsoft.com/business/show?seq=88512,
"
Business Information
Name: Reign Construction

This is an African American Female-Owned Business


Contact: Bridget Booker

Phone: 309-495-7982 OFFICE 309-750-4846 CELL

Fax: 309-495-7996

Email: BRIDGET@REIGNCONSTRUCTIONINC.COM
Website: http://WWW.REIGNCONSTRUCTIONINC.COM

Location: 801 W. MAIN ST STE A118, Peoria IL 61606",Reign Construction,Bridget Booker,309-495-7982 OFFICE 309-750-4846 CELL,309-495-7996,BRIDGET@REIGNCONSTRUCTIONINC.COM,http://WWW.REIGNCONSTRUCTIONINC.COM,"801 W. MAIN ST STE A118, Peoria IL 61606","n
Name: Reign Construction

This is an African American Female-Owned Business


Contact: Bridget Booker

Phone: 309-495-7982 OFFICE 309-750-4846 CELL

Fax: 309-495-7996

Email: BRIDGET@REIGNCONSTRUCTIONINC.COM
Website: http://WWW.REIGNCONSTRUCTIONINC.COM

Location: 801 W. MAIN ST STE A118, Peoria IL 61606",African American Female,True,False,False,False,True,IRONWORK AND GENERAL CONSTRUCTION,"Peoria - WBE certification expiring on January 23rd, 2026",2412,https://www.eprismsoft.com/business/show?seq=2412,
"
Business Information
Name: Reliable Lawn Care

This is an African American-Owned Business


Contact: Vida Johnson

Phone: 3096430112

Fax: None

Email: support@dvsnow.com
Website: http://dvsnow.com

Location: 5326 N Rothmere Dr, Peoria IL 61615",Reliable Lawn Care,Vida Johnson,3096430112,None,support@dvsnow.com,http://dvsnow.com,"5326 N Rothmere Dr, Peoria IL 61615","n
Name: Reliable Lawn Care

This is an African American-Owned Business


Contact: Vida Johnson

Phone: 3096430112

Fax: None

Email: support@dvsnow.com
Website: http://dvsnow.com

Location: 5326 N Rothmere Dr, Peoria IL 61615",African American,True,False,False,False,False,"Our goal is to provide excellent services to our clients by creating beautiful lawns and landscapes. Our continued plan is to grow our business to provide better opportunities for our employees, serve more clients and improve the community we live in. ","Peoria - MBE certification expiring on August 10th, 2025",88505,https://www.eprismsoft.com/business/show?seq=88505,
"
Business Information
Name: Reservations LLC

This is an African American-Owned Business


Contact: Jeremy Washum

Phone: 973-281-6463

Fax: None

Email: reservations.eats@gmail.com
Website: None

Locations: 
1532 W. Tiffany Dr. 4, Peoria IL 61614
1532 W. Tiffany Dr. 4, Peoria IL 61614",Reservations LLC,Jeremy Washum,973-281-6463,None,reservations.eats@gmail.com,None,,"n
Name: Reservations LLC

This is an African American-Owned Business


Contact: Jeremy Washum

Phone: 973-281-6463

Fax: None

Email: reservations.eats@gmail.com
Website: None

Locations: 
1532 W. Tiffany Dr. 4, Peoria IL 61614
1532 W. Tiffany Dr. 4, Peoria IL 61614",African American,True,False,False,False,False,"Reservations is a startup catering company founded initially in 2018 and incorporated in 2022 by Owner Jeremy Washum. 

Previously servicing groups of up to 70 guests and currently in contract for a group of 250 guests, Reservations takes pride in utilizing the freshest ingredients with some being sourced from local producers when available with artisan techniques in order to not compromise quality. 

We currently provide on and offsite catering which includes food as well as hospitality services as needed to smaller private functions and larger, public events. We have a company goal to extend the brand to a small brick and mortar location and a mobile unit that will both heavily utilize web and app technology to efficiently drive daily traffic to maintain the highest level of quality of our menu selections. Each extension of Reservations will offer brand familiar menu items while also providing different culinary experiences at various functions.  We believe that creating a strong brand will allow for cross marketing between each extension while also reducing the potential for over saturation.","Peoria - MBE certification expiring on August 10th, 2025",88506,https://www.eprismsoft.com/business/show?seq=88506,
"
Business Information
Name: Rising Edge Investments LLC




Contact: Datikka T Peebles

Phone: None

Fax: None

Email: None
Website: None

Location: PO Box 9177, Peoria IL 61612",Rising Edge Investments LLC,Datikka T Peebles,None,None,None,None,"PO Box 9177, Peoria IL 61612","n
Name: Rising Edge Investments LLC




Contact: Datikka T Peebles

Phone: None

Fax: None

Email: None
Website: None

Location: PO Box 9177, Peoria IL 61612",,False,False,False,False,False,Real estate investment,"Peoria - MBE certification expiring on September 29th, 2025
Peoria - WBE certification expiring on September 29th, 2025",88630,https://www.eprismsoft.com/business/show?seq=88630,
"
Business Information
Name: She-Pop Gourmet Popcorn LLC

This is an African American Female-Owned Business


Contact: Shelia Marshall

Phone: 309-648-2682

Fax: None

Email: sgp.shepop@gmail.com
Website: None

Location: 1800 N Knoxville Ave. Space 2, Peoria IL 61603",She-Pop Gourmet Popcorn LLC,Shelia Marshall,309-648-2682,None,sgp.shepop@gmail.com,None,"1800 N Knoxville Ave. Space 2, Peoria IL 61603","n
Name: She-Pop Gourmet Popcorn LLC

This is an African American Female-Owned Business


Contact: Shelia Marshall

Phone: 309-648-2682

Fax: None

Email: sgp.shepop@gmail.com
Website: None

Location: 1800 N Knoxville Ave. Space 2, Peoria IL 61603",African American Female,True,False,False,False,True,Gourmet Popcorn. Authentic Flavors. ,"Peoria - MBE certification expiring on August 10th, 2025
Peoria - WBE certification expiring on August 10th, 2025",88510,https://www.eprismsoft.com/business/show?seq=88510,
"
Business Information
Name: Simply Complete Enterprises, LLC

This is an African American Female-Owned Business


Contact: ShaNara Harris

Phone: 3094203475

Fax: None

Email: simplycomplete100@gmail.com
Website: http://www.simplycompleteonline.com

Locations: 
1609 W Detweiller Dr Suite 205, Peoria IL 61615
1609 W Detweiller Dr Suite 205, Peoria IL 61615","Simply Complete Enterprises, LLC",ShaNara Harris,3094203475,None,simplycomplete100@gmail.com,http://www.simplycompleteonline.com,,"n
Name: Simply Complete Enterprises, LLC

This is an African American Female-Owned Business


Contact: ShaNara Harris

Phone: 3094203475

Fax: None

Email: simplycomplete100@gmail.com
Website: http://www.simplycompleteonline.com

Locations: 
1609 W Detweiller Dr Suite 205, Peoria IL 61615
1609 W Detweiller Dr Suite 205, Peoria IL 61615",African American Female,True,False,False,False,True,"Simply Complete Enterprises, LLC is a public relations firm that provides a full PR experience to our clients. We offer additional services such as business services, entity formation, assistant services, notary services, workshops, graphics, printing and more.","Peoria - SBA expiring on August 9th, 2025
Peoria - MBE certification expiring on August 10th, 2025
Peoria - WBE certification expiring on August 10th, 2025",88479,https://www.eprismsoft.com/business/show?seq=88479,
"
Business Information
Name: Tate and Sons Flooring and Cleaning Services LLC

This is an African American-Owned Business


Contact: Johnnie T. Jones

Phone: 3094334061

Fax: None

Email: tateandsons47@gmail.com
Website: http://www.tateandsonscleaning.com

Location: 1648 Belclare RD., Normal IL 61761",Tate and Sons Flooring and Cleaning Services LLC,Johnnie T. Jones,3094334061,None,tateandsons47@gmail.com,http://www.tateandsonscleaning.com,"1648 Belclare RD., Normal IL 61761","n
Name: Tate and Sons Flooring and Cleaning Services LLC

This is an African American-Owned Business


Contact: Johnnie T. Jones

Phone: 3094334061

Fax: None

Email: tateandsons47@gmail.com
Website: http://www.tateandsonscleaning.com

Location: 1648 Belclare RD., Normal IL 61761",African American,True,False,False,False,False,Tate & Sons Flooring and Cleaning Services is a company committed to offering professional and detailed cleaning services for our customers. We would like to partner with you to handle your commercial and residential cleaning needs. We are a premier cleaning service that offers specialized care with affordable prices.,"Peoria - MBE certification expiring on August 10th, 2025",88514,https://www.eprismsoft.com/business/show?seq=88514,
"
Business Information
Name: Tequilaria Wine & Spirits

This is a Female-Owned Business


Contact: Christell Frausto

Phone: 3093494636

Fax: None

Email: Tequilariapeoria@gmail.com
Website: None

Locations: 
3504 N Prospect Road, Peoria IL 61603
3504 N Prospect Road, Peoria IL 61603",Tequilaria Wine & Spirits,Christell Frausto,3093494636,None,Tequilariapeoria@gmail.com,None,,"n
Name: Tequilaria Wine & Spirits

This is a Female-Owned Business


Contact: Christell Frausto

Phone: 3093494636

Fax: None

Email: Tequilariapeoria@gmail.com
Website: None

Locations: 
3504 N Prospect Road, Peoria IL 61603
3504 N Prospect Road, Peoria IL 61603",Female,False,False,False,False,True,"TequilaRia Wine & Spirits - Liquor Store
3504 N Prospect Road
Peoria IL 61603

At Tequilaria we carry a wide selection of spirits, wine, and beer in Peoria IL.  

We offer discount packages for company gifts, events, non-profits, delivery, bar tending, and much more.

Contact Christell for quotes or questions","Peoria - MBE certification expiring on August 10th, 2025",88513,https://www.eprismsoft.com/business/show?seq=88513,
"
Business Information
Name: The Law Offices of Yolanda J. Riley, LLC

This is an African American Female-Owned Business


Contact: Yolanda Riley

Phone: 3096432355

Fax: 3096734620

Email: info@yolandarileylaw.com
Website: http://www.yolandarileylaw.com

Location: 1419 S. Folkers Ave Door 15, Peoria IL 61605","The Law Offices of Yolanda J. Riley, LLC",Yolanda Riley,3096432355,3096734620,info@yolandarileylaw.com,http://www.yolandarileylaw.com,"1419 S. Folkers Ave Door 15, Peoria IL 61605","n
Name: The Law Offices of Yolanda J. Riley, LLC

This is an African American Female-Owned Business


Contact: Yolanda Riley

Phone: 3096432355

Fax: 3096734620

Email: info@yolandarileylaw.com
Website: http://www.yolandarileylaw.com

Location: 1419 S. Folkers Ave Door 15, Peoria IL 61605",African American Female,True,False,False,False,True,Law Office,"Peoria - MBE certification expiring on August 10th, 2025
Peoria - WBE certification expiring on August 10th, 2025",88525,https://www.eprismsoft.com/business/show?seq=88525,
"
Business Information
Name: The Lite At The End Of The Tunnel, Inc.

This is an African American-Owned Business


Contact: Derrick Dewayne Harris

Phone: 3094279661

Fax: None

Email: theliteattheendofthetunnel@gmail.com
Website: None

Location: 1602 S Livingston St, Peoria IL 61605","The Lite At The End Of The Tunnel, Inc.",Derrick Dewayne Harris,3094279661,None,theliteattheendofthetunnel@gmail.com,None,"1602 S Livingston St, Peoria IL 61605","n
Name: The Lite At The End Of The Tunnel, Inc.

This is an African American-Owned Business


Contact: Derrick Dewayne Harris

Phone: 3094279661

Fax: None

Email: theliteattheendofthetunnel@gmail.com
Website: None

Location: 1602 S Livingston St, Peoria IL 61605",African American,True,False,False,False,False,"The Lite At The End of the Tunnel Community Outreach, Inc. is a 501©3 nonprofit based out of Peoria, IL. Our mission is to promote the wellness and positive growth of the youth. We do this by tackling not just the needs of the youth, but family and individual obstacles directly related to the youth and community. By implementing activities and programs that will assist with eliminating hardships, ensure healthy lifestyles, education readiness and community outreach, we all can see the light.
","Peoria - SBA expiring on August 10th, 2025
Peoria - MBE certification expiring on August 10th, 2025",88498,https://www.eprismsoft.com/business/show?seq=88498,
"
Business Information
Name: The Queen of Squash

This is a Female-Owned Business


Contact: Heather Wolbeck

Phone: 309-670-0948

Fax: None

Email: thequeenofsquash@gmail.com
Website: http://www.thequeenofsquash.com

Location: 1108 West Glen Avenue, Peoria IL 61614",The Queen of Squash,Heather Wolbeck,309-670-0948,None,thequeenofsquash@gmail.com,http://www.thequeenofsquash.com,"1108 West Glen Avenue, Peoria IL 61614","n
Name: The Queen of Squash

This is a Female-Owned Business


Contact: Heather Wolbeck

Phone: 309-670-0948

Fax: None

Email: thequeenofsquash@gmail.com
Website: http://www.thequeenofsquash.com

Location: 1108 West Glen Avenue, Peoria IL 61614",Female,False,False,False,False,True,"The Queen of Squash is a restaurant and market serving healthy, fast casual food. It specializes in GF, Vegan, hole30 and diabetic friendly food options. ","Peoria - WBE certification expiring on August 10th, 2025",88503,https://www.eprismsoft.com/business/show?seq=88503,
"
Business Information
Name: Uniquely Flawless LLC




Contact: Sharry Binion

Phone: 3094032516

Fax: None

Email: ssbinion31@yahoo.com
Website: None

Location: 1518 W Margaret Back, Peoria IL 61604",Uniquely Flawless LLC,Sharry Binion,3094032516,None,ssbinion31@yahoo.com,None,"1518 W Margaret Back, Peoria IL 61604","n
Name: Uniquely Flawless LLC




Contact: Sharry Binion

Phone: 3094032516

Fax: None

Email: ssbinion31@yahoo.com
Website: None

Location: 1518 W Margaret Back, Peoria IL 61604",,False,False,False,False,False,Eyelash extension service and product sales. ,"Peoria - SBA expiring on September 28th, 2025
Peoria - MBE certification expiring on September 29th, 2025
Peoria - WBE certification expiring on September 29th, 2025",88631,https://www.eprismsoft.com/business/show?seq=88631,
"
Business Information
Name: Upgraded MindsetZ LLC

This is an African American Female-Owned Business


Contact: Kisha Woods

Phone: 773-340-2823

Fax: None

Email: coachkaywds@upgradedmindsetz.life
Website: http://www.upgradedmindsetz.life

Location: 2104 W Moss Ave Suite 101, West Peoria IL 61604",Upgraded MindsetZ LLC,Kisha Woods,773-340-2823,None,coachkaywds@upgradedmindsetz.life,http://www.upgradedmindsetz.life,"2104 W Moss Ave Suite 101, West Peoria IL 61604","n
Name: Upgraded MindsetZ LLC

This is an African American Female-Owned Business


Contact: Kisha Woods

Phone: 773-340-2823

Fax: None

Email: coachkaywds@upgradedmindsetz.life
Website: http://www.upgradedmindsetz.life

Location: 2104 W Moss Ave Suite 101, West Peoria IL 61604",African American Female,True,False,False,False,True,"Upgraded MindsetZ offers supportive programs and resources for women ready to work towards establishing personal growth habits, with transformational tools to successfully help them elevate their personal and entrepreneurial goals.","Peoria - SBA expiring on August 11th, 2025
Peoria - MBE certification expiring on August 19th, 2025
Peoria - WBE certification expiring on September 1st, 2025",88480,https://www.eprismsoft.com/business/show?seq=88480,
